level	no	word	gloss_short	gloss_full	score
lv1	429	emergency	緊急／緊急事態	緊急／緊急事態／緊急の	0.652
lv1	430	fuel	燃料／勢いを増加させるもの	燃料／勢いを増加させるもの／～を大きくする	0.835
lv1	431	initial	最初の／初めの	最初の／初めの／初期の	0.835
lv1	432	proper	適切な／適度の	適切な／適度の／正式の	0.744
lv1	433	quarter	地域／分の	地域／分の／四分の一	0.744
lv1	434	session	集まり／会期	集まり／会期／期間	0.652
lv1	435	transfer	～を移す／乗り換える	～を移す／乗り換える／転勤する	0.835
lv1	436	willing	いとわない／快く～する	いとわない／快く～する／～をいとわない	0.835
lv1	437	alternative	代替の／選択肢	代替の／選択肢／代わりのもの	0.742
lv1	438	bear	～に耐える／～を抱く	～に耐える／～を抱く／～を産む	0.651
lv1	439	capacity	能力／容量	能力／容量／収容能力	0.742
lv1	440	climate	気候／状況	気候／状況	0.651
lv1	441	duty	義務／関税	義務／関税／職務	0.834
lv1	442	purchase	～を購入する／購入	～を購入する／購入	0.834
lv1	443	remove	～を取り除く／取り去る	～を取り除く／取り去る／～を移す	0.742
lv1	444	vice	悪／悪徳	悪／悪徳／副～	0.651
lv1	445	border	国境／境界	国境／境界／境界線	0.650
lv1	446	command	命令／～を見渡せる	命令／～を見渡せる／～を命じる	0.741
lv1	447	crew	乗組員／乗組員たち	乗組員／乗組員たち／チーム	0.650
lv1	448	ensure	～を確実にする／～を守る	～を確実にする／～を守る／保証する	0.741
lv1	449	profit	利益／収益	利益／収益／もうけ	0.741
lv1	450	suit	～に似合う／～に合う	～に似合う／～に合う／～に適している	0.650
lv1	451	debt	借金／負債	借金／負債／恩義	0.832
lv1	452	domestic	国内の／家庭の	国内の／家庭の／家庭内の	0.832
lv1	453	honor	名誉／光栄	名誉／光栄／～を賞賛する	0.740
lv1	454	launch	～を始める／～を開始する	～を始める／～を開始する／～を売り出す	0.740
lv1	455	minimum	最小限度／最小	最小限度／最小／最小限の	0.648
lv1	456	native	母国の／出生地の	母国の／出生地の／生まれた土地の	0.740
lv1	457	ray	光線／放射線	光線／放射線／ひらめき	0.648
lv1	458	supreme	最高の／最大の	最高の／最大の	0.740
lv1	459	survey	調査／～を調査する	調査／～を調査する／～を見渡す	0.740
lv1	460	ancient	古代の／古びた	古代の／古びた／大昔の	0.739
lv1	461	express	～を表現する／～を表す	～を表現する／～を表す／表に出す	0.739
lv1	462	Muslim	イスラム教徒／イスラム教の	イスラム教徒／イスラム教の	0.646
lv1	463	appeal	訴える／魅力	訴える／魅力／人気	0.737
lv1	464	appropriate	適切な	適切な	0.829
lv1	465	device	装置／機器	装置／機器／方策	0.646
lv1	466	era	時代	時代	0.737
lv1	467	factor	要因／要素	要因／要素	0.737
lv1	468	feed	～に食べ物を与える	～に食べ物を与える／～にエサをやる／～にえさを与える	0.737
lv1	469	grant	～を認める／～にを与える	～を認める／～にを与える／～を与える	0.737
lv1	470	abuse	虐待／乱用	虐待／乱用／乱用する	0.828
lv1	471	candidate	候補／志願者	候補／志願者／候補者	0.828
lv1	472	internal	内部の／国内の	内部の／国内の／内側の	0.828
lv1	473	perform	～を行う／～を遂行する	～を行う／～を遂行する／～を演じる	0.736
lv1	474	strike	～を打つ／～に印象を与える	～を打つ／～に印象を与える／～を襲う	0.644
lv1	475	advance	進歩／前進する	進歩／前進する／進歩する	0.735
lv1	476	confidence	自信／信頼	自信／信頼／秘密	0.735
lv1	477	equal	等しい／平等な	等しい／平等な／匹敵する	0.643
lv1	478	fake	偽の／偽物の	偽の／偽物の／見せかけだけの	0.735
lv1	479	maintain	～を維持する／～を主張する	～を維持する／～を主張する／主張する	0.643
lv1	480	measure	～を測る／基準	～を測る／基準／程度	0.735
lv1	481	numerous	非常に数の多い／多数の	非常に数の多い／多数の／多くの	0.826
lv1	482	split	分裂する／～を割る	分裂する／～を割る／分割する	0.643
lv1	483	task	仕事／任務	仕事／任務／仕事〈可算〉	0.735
lv1	484	urban	都市の／都会の	都市の／都会の／都会的な	0.643
lv1	485	approximately	おおよそ／およそ	おおよそ／およそ／約	0.642
lv1	486	conflict	争い／対立	争い／対立／論争	0.825
lv1	487	debate	討論／論争	討論／論争／～を討論する	0.733
lv1	488	fault	責任／欠点	責任／欠点／過失	0.642
lv1	489	phase	段階／局面	段階／局面／面	0.733
lv1	490	pure	純粋な／純	純粋な／純／潔白な	0.642
lv1	491	revenue	歳入／収益	歳入／収益／収入	0.733
lv1	492	secure	～を確保する／安全な	～を確保する／安全な／安全で	0.642
lv1	493	talent	才能	才能	0.642
lv1	494	temperature	気温／体温	気温／体温／温度	0.642
lv1	495	besides	～に加えて／そのうえ	～に加えて／そのうえ／それに加えて	0.641
lv1	496	blame	～を責める／～の責任を負わせる	～を責める／～の責任を負わせる／～を非難する	0.824
lv1	497	context	状況／文脈	状況／文脈／背景	0.824
lv1	498	determine	～を決定する／～を正確に知る	～を決定する／～を正確に知る／～を決める	0.824
lv1	499	display	～を展示する／～を示す	～を展示する／～を示す／～を発揮する	0.641
lv1	500	false	偽の／誤った	偽の／誤った／間違った	0.732
lv1	501	incredible	信じられない／すばらしい	信じられない／すばらしい／驚くほどの	0.824
lv1	502	novel	斬新な／小説	斬新な／小説／目新しい	0.641
lv1	503	obvious	明白な／明らかな	明白な／明らかな	0.824
lv1	504	surgery	手術／外科	手術／外科／外科手術	0.732
lv1	505	crisis	危機／難局	危機／難局	0.823
lv1	506	editor	編集者／編集長	編集者／編集長	0.639
lv1	507	minor	小さい／重要でない	小さい／重要でない／年少の	0.731
lv1	508	struggle	懸命の努力／闘い	懸命の努力／闘い／奮闘	0.823
lv1	509	tiny	～とても小さな／ちっぽけな	～とても小さな／ちっぽけな／ちっちゃな	0.639
lv1	510	capable	能力がある／有能な	能力がある／有能な／力がある	0.821
lv1	511	desire	願望／～を強く望む	願望／～を強く望む／欲望	0.730
lv1	512	draft	下書き／草稿	下書き／草稿／為替手形	0.638
lv1	513	essential	必要不可欠な／本質的な	必要不可欠な／本質的な／重要な	0.821
lv1	514	familiar	精通している／知られた	精通している／知られた／よく知られた	0.730
lv1	515	guilty	有罪の／罪悪感のある	有罪の／罪悪感のある／罪の意識がある	0.730
lv1	516	medium	媒体／手段	媒体／手段／メディア	0.638
lv1	517	recommend	～を勧める／～を推薦する	～を勧める／～を推薦する／勧める	0.638
lv1	518	relevant	適切な／関係がある	適切な／関係がある／関連のある	0.821
lv1	519	seek	～を求める／～を探し求める	～を求める／～を探し求める／～を追い求める	0.730
lv1	520	upset	～を動揺させる／動揺している	～を動揺させる／動揺している／～をひっくり返す	0.730
lv1	521	extreme	極端な／極度の	極端な／極度の／過激な	0.637
lv1	522	facility	施設／設備	施設／設備／機能	0.820
lv1	523	republic	共和国／共和制	共和国／共和制	0.637
lv1	524	row	列／通り	列／通り／～をこぐ	0.637
lv1	525	statistics	統計／統計学	統計／統計学／統計〈複数扱い〉	0.820
lv1	526	territory	領土／領域	領土／領域／テリトリー	0.820
lv1	527	threat	脅威／兆し	脅威／兆し／脅迫	0.637
lv1	528	affect	～に影響する／～に影響を及ぼす	～に影響する／～に影響を及ぼす／～を感動させる	0.819
lv1	529	bond	きずな／債券	きずな／債券／絆	0.727
lv1	530	corporation	企業／法人	企業／法人	0.727
lv1	531	deserve	～に値する／当然だ	～に値する／当然だ	0.819
lv1	532	gender	性別／性	性別／性／ジェンダー	0.819
lv1	533	instance	例／実例	例／実例／場合	0.635
lv1	534	register	登録する／～を登録する	登録する／～を登録する／～を記録する	0.727
lv1	535	rural	田舎の／田園の	田舎の／田園の	0.819
lv1	536	typical	典型的な／特有の	典型的な／特有の／らしい	0.727
lv1	537	admit	～を認める／認める	～を認める／認める／～と認める	0.817
lv1	538	attitude	態度／考え方	態度／考え方／姿勢	0.726
lv1	539	favor	～を好む／好意	～を好む／好意／親切な行為	0.726
lv1	540	load	～に積む／荷物	～に積む／荷物／～に負わせる	0.817
lv1	541	plot	陰謀／筋	陰謀／筋／筋書き	0.726
lv1	542	random	無作為の／無作為な	無作為の／無作為な／任意の	0.726
lv1	543	rent	～を賃借りする／～を賃貸しする	～を賃借りする／～を賃貸しする／～を借りる	0.634
lv1	544	replace	～を取り替える／～に取って代わる	～を取り替える／～に取って代わる／～にとって代わる	0.726
lv1	545	represent	～を表す／～を代表する	～を表す／～を代表する／～を象徴する	0.726
lv1	546	accurate	正確な／精密な	正確な／精密な	0.724
lv1	547	achieve	～を達成する／～を成し遂げる	～を達成する／～を成し遂げる	0.724
lv1	548	afford	～を持つ余裕がある／余裕がある	～を持つ余裕がある／余裕がある／～する余裕がある	0.724
lv1	549	assume	～を引き受ける／当然と思う	～を引き受ける／当然と思う／～と思い込む	0.633
lv1	550	category	範疇／部類	範疇／部類／区分	0.724
lv1	551	chemical	化学の／化学的な	化学の／化学的な／化学物質	0.724
lv1	552	detail	詳細／細部	詳細／細部	0.724
lv1	553	diet	食事／国会	食事／国会／食べ物	0.724
lv1	554	item	項目／品目	項目／品目／～個	0.633
lv1	555	mess	乱雑／混雑	乱雑／混雑／めちゃくちゃ	0.633
lv1	556	permanent	永続的な／永久	永続的な／永久／不変の	0.724
lv1	557	prefer	～をより好む／～のほうを好む	～をより好む／～のほうを好む／～を好む	0.724
lv1	558	scheme	計画／陰謀	計画／陰謀／体系	0.816
lv1	559	shift	～を変える／変わる	～を変える／変わる／移す	0.816
lv1	560	tend	傾向がある／～する傾向にある	傾向がある／～する傾向にある／～する傾向がある	0.724
lv1	561	tight	きつい／引き締まった	きつい／引き締まった／厳しい	0.633
lv1	562	combat	戦闘／対立	戦闘／対立／戦う	0.632
lv1	563	describe	～を説明する／～を描写する	～を説明する／～を描写する／～について述べる	0.723
lv1	564	excuse	言い訳／～を大目に見る	言い訳／～を大目に見る／理由	0.632
lv1	565	identify	～を特定する／～を同一視する	～を特定する／～を同一視する／身元を特定する	0.815
lv1	566	object	反対する／対象	反対する／対象／目的	0.632
lv1	567	personnel	職員／社員	職員／社員／人員部	0.723
lv1	568	perspective	観点／見方	観点／見方／展望	0.815
lv1	569	pregnant	妊娠した／妊娠している	妊娠した／妊娠している／満ちている	0.723
lv1	570	promote	～を促進する／昇進する	～を促進する／昇進する／出世する	0.723
lv1	571	revolution	革命／回転	革命／回転／改革	0.723
lv1	572	severe	厳しい／ひどい	厳しい／ひどい／猛烈な	0.815
lv1	573	suppose	～と思う／思う	～と思う／思う／～だと思う	0.723
lv1	574	victim	被害者／犠牲者	被害者／犠牲者／犠牲	0.815
lv1	575	arrest	～を逮捕する／逮捕する	～を逮捕する／逮捕する／逮捕する：逮捕	0.722
